游戏排名,游戏名称,游戏厂商,游戏评分,游戏分类,游戏标签,游戏数据
93,#COMPASS 战斗天赋解析系统 CN,厂商: 心动网络,8,动作,"竖屏,卡牌,MOBA",3006343 人安装 1519458 人关注
94,不思议迷宫 CN,厂商: 雷霆游戏,8.4,策略,"UP主推荐,地牢,Roguelike",2141669 人安装 1350885 人关注
95,我的勇者 CN,厂商: 魔力数娱,4.7,角色扮演,"角色扮演,像素,联机",650657 人安装 810529 人关注
96,部落冲突 (Clash of Clans) CN,厂商: Supercell,9.2,策略,"战争,建造,策略",2111982 人安装 948447 人关注
97,率土之滨,厂商: 网易游戏,4.2,策略,"策略,SLG,三国",2081469 人安装 956233 人关注
98,召唤与合成 CN,厂商: 召合网络,9.7,益智,"卡牌,三消,策略",261445 人安装 245646 人关注
99,古今江湖 CN,厂商: 3K独游屋,8.3,卡牌,"武侠,策略,卡牌",606707 人安装 752059 人关注
100,双生视界 CN,厂商: 哔哩哔哩游戏,6.3,角色扮演,"二次元,经营,Live2D",2505493 人安装 910595 人关注
101,放置江湖,厂商: 小猴跳跳,7.5,角色扮演,"文字,武侠,放置",2479786 人安装 1255404 人关注
102,300大作战,厂商: 跳跃网络,4.2,动作,"二次元,MOBA,联机",1559301 人安装 737273 人关注
103,密室逃脱绝境系列10寻梦大作战,厂商: 深圳市火星人互动娱乐有限公司,9.2,益智,"TapTap独家,解谜,密室逃脱",433053 人关注
104,梦想协奏曲！少女乐团派对！ CN,厂商: 哔哩哔哩游戏,9,音乐,"音乐,美少女,音游",477529 人购买 1921162 人关注
105,植物大战僵尸2 CN,厂商: 拓维游戏,5,策略,"僵尸,塔防,单机",3685922 人安装 1805678 人关注
106,奇葩战斗家,厂商: 雷霆游戏,8.6,动作,"联机,多人对战,io",695665 人关注
107,坦克世界闪击战 CN,厂商: 网易游戏,6.4,模拟,"战争,联机,自由",4183424 人安装 3933516 人关注
108,2048清（测试版）,厂商: 召合网络,9.9,益智,"竖屏,消除,单机",142103 人关注
109,音乐世界 Cytus II,厂商: 龙渊网络,9.6,音乐,"付费,音游,内购",387770 人安装 544338 人关注
110,猎魂觉醒 CN,厂商: 网易游戏,7.2,角色扮演,"高自由度,狩猎,MMORPG",1465632 人安装 1083963 人关注
111,DB系统（测试版） CN,厂商: ST,9.2,角色扮演,"独立游戏,养成,冒险",6955817 人安装 3439818 人关注
112,球球大作战,厂商: Superpop Inc.,6.1,动作,"多人,联机,io",328730 人关注
113,宝箱与勇士（测试版）,厂商: Ohayoo,7.8,角色扮演,"角色扮演,策略,RPG",584198 人安装 437364 人关注
114,万国觉醒 CN,厂商: 莉莉丝游戏,3.7,策略,"策略,SLG,联机",1209830 人安装 798544 人关注
115,魂器学院 CN,厂商: 傲娇工作室,8.1,休闲,"竖屏,收集,放置",104928 人关注
116,失落城堡,厂商: 雷霆游戏,8.7,动作,"联机,Steam移植,Roguelike",4772985 人安装 2040386 人关注
117,华夏人生（测试版）,厂商: 快乐无法挡,8.5,模拟,"模拟,沙盒,联机",1594859 人安装 2309884 人关注
118,梦幻西游 CN,厂商: 网易游戏,7.4,角色扮演,"回合制,MMORPG,角色扮演",1324771 人安装 481398 人关注
119,牧羊人之心 CN,厂商: 第一弹游戏,8.4,休闲,"养成,竖屏,魔物娘",2172904 人安装 1217192 人关注
120,负之遗产（测试版）,厂商: 扑家工作室,7.3,角色扮演,"挂机,单机,像素",792002 人关注
121,非人学园 CN,厂商: 网易游戏,7,角色扮演,"MOBA,联机,二次元",3900497 人安装 1922569 人关注
122,龙族幻想 CN,厂商: 腾讯,4.5,角色扮演,"高画质,MMORPG,开放世界",1360048 人安装 595190 人关注
123,实况足球 CN,厂商: 网易游戏,5.3,体育,"足球,体育,模拟",850372 人安装 460537 人关注
124,黑暗料理王,厂商: 椰岛游戏,9.3,模拟,"经营,模拟,放置",142146 人关注
125,狼人杀 CN,厂商: 网易游戏,6.6,休闲,"多人,狼人杀,益智",469423 人安装 727609 人关注
126,比特小队,厂商: Kunpo,9.3,冒险,"地牢,Roguelike,联网",1833535 人购买 3097571 人关注
127,崩坏学园2,厂商: miHoYo,7.9,动作,"二次元,横版,美少女",582306 人安装 693319 人关注
128,道友请留步 CN,厂商: 极致游戏,6.4,卡牌,"卡牌,回合,策略",450013 人安装 346243 人关注
129,小小法师（测试版）,厂商: Never Late Studio,8.6,休闲,"Roguelike,单机,竖屏",1741707 人安装 625960 人关注
130,高能手办团,厂商: 盛和游戏,5.2,卡牌,"放置,二次元,联机",4161 人安装 86423 人关注
131,艾希,厂商: 心动网络,9.8,动作,"Steam移植,单机,动作",44087 人安装 11854 人关注
132,火影忍者：忍者新世代,厂商: 腾讯,5.4,卡牌,"卡牌,回合制,策略",2982624 人安装 1273172 人关注
133,梦幻模拟战 CN,厂商: 紫龙游戏,6.7,角色扮演,"战棋,日系游戏,SRPG",321045 人安装 310663 人关注
134,战舰少女R,厂商: 幻萌网络,9.5,角色扮演,"养成,收集,舰娘",444543 人安装 468602 人关注
135,荣耀大天使,厂商: 尚趣玩游戏,5.5,角色扮演,"冒险,MMORPG,角色扮演",1684929 人安装 824207 人关注
136,迷境射击（测试服）,厂商: 轩进软件,7.4,冒险,"动作,射击,冒险",221586 人关注
137,战舰联盟,厂商: 祖龙娱乐,8.9,动作,"高画质,战舰,海战",112052 人关注
138,萌趣医院,厂商: 小斗篷游戏,7.7,模拟,"养成,医院,经营",2364272 人安装 1508378 人关注
139,映月城与电子姬,厂商: 幻刃网络,7.2,休闲,"休闲,二次元,射击",141660 人安装 308309 人关注
140,皇帝成长计划2 CN,厂商: 四三九九网络股份有限公司,7.8,策略,"养成,模拟,角色扮演",340694 人安装 457936 人关注
141,开局一把剑（测试版）,厂商: 做个好游戏工作室,8.9,策略,"地牢,卡牌,单机",248713 人安装 528493 人关注
142,原石计划（测试版）,厂商: AliveGameStudio,9.2,卡牌,"Roguelike,战棋,卡牌",430044 人安装 537314 人关注
143,贪婪洞窟2 CN,厂商: 雷霆游戏,6.5,角色扮演,"RPG,Roguelike,地牢",664700 人安装 564879 人关注
144,灰烬战线 CN,厂商: 哔哩哔哩游戏,6.1,策略,"二次元,美少女,角色扮演",1552563 人安装 870775 人关注
145,旅行青蛙：中国之旅 CN,厂商: 广州灵犀互动娱乐有限公司,6.6,休闲,"宠物,治愈,放置",877655 人安装 494324 人关注
146,掌门太忙,厂商: 北京华清飞扬网络股份有限公司,7.1,角色扮演,"乙女,女性向,剧情",21460765 人安装 35468775 人关注
147,侍魂-胧月传说 CN,厂商: 腾讯,5.2,动作,"横版,动作,ARPG",10484753 人安装 4804125 人关注
148,三国杀OL(互通版),厂商: 杭州游卡网络技术有限公司,5,卡牌,"卡牌,三国,桌面和棋类",1409795 人安装 5714849 人关注
149,恋与制作人 CN,厂商: 叠纸游戏,6.2,角色扮演,"恋爱,养成,乙女",129733 人安装 713040 人关注
150,濡沫江湖,厂商: 北京络汀科技有限公司,7.8,文字,"武侠,角色扮演,单机",7740541 人安装 7424851 人关注
151,三国杀OL(互通版),厂商: 杭州游卡网络技术有限公司,5,卡牌,"卡牌,三国,桌面和棋类",144192 人关注
152,灰烬战线 CN,厂商: 哔哩哔哩游戏,6.1,策略,"二次元,美少女,角色扮演",989791 人安装 1070251 人关注
153,阿瑞斯病毒 CN,厂商: 青瓷,8.1,角色扮演,"生存,末日,单机",661530 人安装 1177632 人关注
154,跑跑卡丁车官方竞速版 CN,厂商: 上海邮通科技有限公司,6.4,竞速,"飙车,竞速,童年",2838090 人安装 1441541 人关注
155,多多自走棋 CN,厂商: 龙渊网络,5.9,策略,"联机,自走棋,策略",104034 人安装 135702 人关注
156,打BOSS（测试版）,厂商: 一起玩工作室,7.8,角色扮演,"点击,放置,挂机",1131713 人安装 725320 人关注
157,奇迹暖暖,厂商: 腾讯,7,休闲,"换装,女性向,养成",1652358 人安装 921546 人关注
158,剑网3：指尖江湖,厂商: 腾讯,4.1,角色扮演,"武侠,横版,MMORPG",967190 人关注
159,创造与魔法 CN,厂商: 英雄互娱,5.8,冒险,"开放世界,多人,沙盒",395644 人安装 372021 人关注
160,重建家园,厂商: 幸存者小分队,6.4,文字,"生存,文字,竖屏",2887363 人安装 1524502 人关注
161,弹力果冻,厂商: 养不大,6.7,角色扮演,"养成,可爱,收集",4552648 人安装 2514225 人关注
162,贪婪洞窟 CN,厂商: 雷霆游戏,7.6,冒险,"单机,地牢,探险",36679 人关注
163,百变大侦探,厂商: 北京久幺幺科技有限公司,9.3,角色扮演,"社交,解谜,推理",290415 人安装 204374 人关注
164,英雄棋士团,厂商: 灵光游戏,7.7,策略,"策略,卡牌,放置",606903 人安装 445530 人关注
165,部落冲突：皇室战争 CN,厂商: Supercell,6.5,策略,"卡牌,策略,对战",87631 人安装 88039 人关注
166,猫和老鼠：欢乐互动 CN,厂商: 网易游戏,8,动作,"多人,休闲,联机",84906 人关注
167,天天打怪升级（测试版）,厂商: 菲克软件,8.4,休闲,"放置,挂机,点击",1048939 人安装 576115 人关注
168,大明侠客令,厂商: 小黑龙网络,8.1,文字,"武侠,冒险,养成",1566141 人安装 768756 人关注
169,奶牛镇的小时光 CN,厂商: 第一波游戏,5.8,休闲,"经营,农场,休闲",210414 人关注
170,钢铁命令：将军的荣耀3,厂商: 苏州乐志软件,8.2,策略,"战棋,回合制,二战",1262018 人安装 749104 人关注
